
400.0	8.039101052792679e-6
401.0	7.60119715007764e-6
402.0	7.190125306884044e-6
403.0	5.4897026736137524e-6
404.0	6.399835902273057e-6
405.0	4.640715712684351e-6
406.0	3.923549747396907e-6
407.0	3.0324550042076404e-6
408.0	3.439786071842952e-6
409.0	5.351539912935455e-6
410.0	4.5529690430067524e-6
411.0	5.475291638838958e-6
412.0	4.021962362147864e-6
413.0	4.8484900110671635e-6
414.0	4.293507077389479e-6
415.0	3.5578946657914984e-6
416.0	4.21836392749682e-6
417.0	3.980845665677499e-6
418.0	6.449953064503514e-6
419.0	4.4173016351402925e-6
420.0	5.1865797501848735e-6
421.0	4.644930431105437e-6
422.0	5.448111223847775e-6
423.0	6.050952872240223e-6
424.0	5.1572733083817415e-6
425.0	6.299615722515785e-6
426.0	5.246972694088406e-6
427.0	6.673474496248843e-6
428.0	5.649632598163367e-6
429.0	5.9965617603607e-6
430.0	6.857456048979789e-6
431.0	6.122712097778088e-6
432.0	6.286593648060162e-6
433.0	4.1347338126342445e-6
434.0	4.772845062857506e-6
435.0	4.994140417827671e-6
436.0	5.745128528051438e-6
437.0	5.761251017781426e-6
438.0	4.946347101614545e-6
439.0	6.5701091910626855e-6
440.0	5.714246301552905e-6
441.0	5.306243725061596e-6
442.0	4.18478637951705e-6
443.0	4.471765697880951e-6
444.0	5.4517786979553525e-6
445.0	4.860861745022119e-6
446.0	5.143297308799199e-6
447.0	3.8127454846247615e-6
448.0	5.093803011593571e-6
449.0	5.570146426761691e-6
450.0	4.321106464027075e-6
451.0	3.3613691467132837e-6
452.0	2.4300223426703728e-6
453.0	3.762868968829182e-6
454.0	2.3765106415474306e-6
455.0	2.6902726946172436e-6
456.0	2.454966042697188e-6
457.0	3.6501070847676214e-6
458.0	4.708423733911378e-6
459.0	3.3897889333871666e-6
460.0	3.761112419994886e-6
461.0	2.8762335868365308e-6
462.0	4.443590497678352e-6
463.0	3.3818975102092466e-6
464.0	2.958202363939973e-6
465.0	3.2631001501622823e-6
466.0	3.6941532217945836e-6
467.0	5.410779101818307e-6
468.0	4.215889761131423e-6
469.0	4.540753500615276e-6
470.0	4.133207497043374e-6
471.0	5.129545582043466e-6
472.0	4.282252013953159e-6
473.0	3.470805214023129e-6
474.0	4.447959008799497e-6
475.0	4.227286940521113e-6
476.0	4.69916621182436e-6
477.0	3.4346981580668646e-6
478.0	3.4311859213093774e-6
479.0	3.3148451720631298e-6
480.0	3.268563856959194e-6
481.0	3.2180822368709876e-6
482.0	2.176106481496467e-6
483.0	3.379387120913823e-6
484.0	3.883804371012019e-6
485.0	4.326850195182781e-6
486.0	4.2657960749090254e-6
487.0	4.474251092249476e-6
488.0	5.7324326453214694e-6
489.0	4.658018980592933e-6
490.0	4.017693364891691e-6
491.0	2.6635780978336768e-6
492.0	2.7996094005650706e-6
493.0	3.382873622661039e-6
494.0	2.771424707547626e-6
495.0	3.410746274009842e-6
496.0	3.1561625995407652e-6
497.0	4.942470551393602e-6
498.0	4.485393875949514e-6
499.0	3.887485323568757e-6
500.0	3.5528671267926364e-6
501.0	3.234431564031766e-6
502.0	4.131883671489958e-6
503.0	2.5314622418093586e-6
504.0	2.932573908600096e-6
505.0	2.557149968188138e-6
506.0	3.6764505481596365e-6
507.0	3.943466768986572e-6
508.0	3.2092299371282554e-6
509.0	3.898740738726922e-6
510.0	3.880587207252408e-6
511.0	5.487613995978054e-6
512.0	4.381251348886351e-6
513.0	4.220652842326867e-6
514.0	3.821835375415984e-6
515.0	3.7659176616294118e-6
516.0	3.867401681123281e-6
517.0	2.3254625025864176e-6
518.0	2.4515790050077532e-6
519.0	1.7558205340298784e-6
520.0	2.114127334449334e-6
521.0	1.4797448647942737e-6
522.0	1.3035968295215001e-6
523.0	2.384544892085528e-6
524.0	2.8790447479764427e-6
525.0	3.873102924969483e-6
526.0	3.4030242937957894e-6
527.0	2.980713630794654e-6
528.0	2.7193644013462998e-6
529.0	2.259140852141306e-6
530.0	2.0553798831770886e-6
531.0	1.3324551033866352e-6
532.0	2.4585673994740836e-6
533.0	2.4662153252422775e-6
534.0	2.318956624436831e-6
535.0	2.303072351836228e-6
536.0	2.567637129134723e-6
537.0	3.45189503324118e-6
538.0	2.961503281708005e-6
539.0	3.3284679431844785e-6
540.0	2.1371389439448324e-6
541.0	2.3782118450050987e-6
542.0	2.466352924125345e-6
543.0	1.7974073564393587e-6
544.0	2.172932085707829e-6
545.0	2.131859100191802e-6
546.0	3.374975726207599e-6
547.0	2.3777276331760345e-6
548.0	2.493304025377658e-6
549.0	2.6524802987392233e-6
550.0	3.246215654362834e-6
551.0	4.3074705121868966e-6
552.0	3.52723705096524e-6
553.0	4.297545726075343e-6
554.0	3.7445224800098215e-6
555.0	4.406067261050832e-6
556.0	3.1162592927930887e-6
557.0	2.258169948750182e-6
558.0	2.3175307670890496e-6
559.0	2.059553200800145e-6
560.0	2.8021133920782575e-6
561.0	1.8351309954324233e-6
562.0	2.3562730864363962e-6
563.0	2.7756323200457217e-6
564.0	3.6602954312971396e-6
565.0	3.3857275174452854e-6
566.0	2.4320106258044747e-6
567.0	2.8667158143052084e-6
568.0	2.140088935018329e-6
569.0	2.0716631631317834e-6
570.0	1.3986503360643765e-6
571.0	1.3657437968141678e-6
572.0	2.127291483593617e-6
573.0	2.3907773243310886e-6
574.0	3.1267464261848918e-6
575.0	2.4513358032462872e-6
576.0	3.0275163470055298e-6
577.0	3.06258580935015e-6
578.0	2.483612813601805e-6
579.0	2.3357618350941476e-6
580.0	2.0010877465500264e-6
581.0	2.8326687091852e-6
582.0	2.1754598563559667e-6
583.0	2.1620038908836626e-6
584.0	1.9741213249262014e-6
585.0	1.8957148184985986e-6
586.0	2.5049884336701386e-6
587.0	1.7515855274782124e-6
588.0	2.267482097702188e-6
589.0	1.798516660794289e-6
590.0	2.4489984384145225e-6
591.0	2.2120564222101735e-6
592.0	2.023348035864189e-6
593.0	2.472955292116327e-6
594.0	2.470950041251248e-6
595.0	3.1396240234267627e-6
596.0	1.7216285760595463e-6
597.0	1.777125941529728e-6
598.0	1.484406926424303e-6
599.0	1.7985687423964704e-6
600.0	1.8804973172369938e-6
601.0	1.450848140817132e-6
602.0	2.312462135347383e-6
603.0	1.9581197151522694e-6
604.0	2.320896223182032e-6
605.0	1.3684500245806835e-6
606.0	1.1490605201536207e-6
607.0	1.4742684592774834e-6
608.0	1.5258619184089655e-6
609.0	1.7294920808623816e-6
610.0	8.957345582346761e-7
611.0	1.4651170114649941e-6
612.0	1.7794820341437941e-6
613.0	2.3139286593538974e-6
614.0	2.113271708555022e-6
615.0	1.694500414888543e-6
616.0	2.3119185074561494e-6
617.0	2.17470872011144e-6
618.0	2.2688394360577877e-6
619.0	2.037535092153463e-6
620.0	2.3572209546135767e-6
621.0	3.099414168679054e-6
622.0	2.8800549412609714e-6
623.0	3.0330137006699e-6
624.0	2.1924200603040864e-6
625.0	2.692966333992515e-6
626.0	2.6255798559543357e-6
627.0	2.3069709461505618e-6
628.0	2.054816015730279e-6
629.0	1.7314467987581082e-6
630.0	2.5353084260730676e-6
631.0	1.8932336264739754e-6
632.0	2.210222659714564e-6
633.0	1.7848600594434778e-6
634.0	2.044234142851726e-6
635.0	2.279279866652665e-6
636.0	1.5120793789288216e-6
637.0	1.8208355101758426e-6
638.0	1.513680581556547e-6
639.0	2.4863272650460557e-6
640.0	2.1125297621675603e-6
641.0	2.010778370764331e-6
642.0	1.9815122916445834e-6
643.0	1.6349317996415496e-6
644.0	1.851843442401407e-6
645.0	8.649705754865268e-7
646.0	1.1345399348383101e-6
647.0	1.0349032167688764e-6
648.0	1.7422092733839743e-6
649.0	1.4609344670474479e-6
650.0	1.1828093490647663e-6
651.0	1.8755845025050053e-6
652.0	1.7883500300009945e-6
653.0	1.8917953374862108e-6
654.0	9.692407204126879e-7
655.0	8.693441158978446e-7
656.0	1.0407706348420042e-6
657.0	1.2118214372066647e-6
658.0	1.4155068985493372e-6
659.0	1.125015919967427e-6
660.0	2.0341404745096913e-6
661.0	2.5309441086483606e-6
662.0	2.70036372142961e-6
663.0	2.3274393872064746e-6
664.0	1.9035533776147435e-6
665.0	2.356995468370175e-6
666.0	1.7491728056530974e-6
667.0	1.5477151777405102e-6
668.0	9.223453469031625e-7
669.0	1.1372897841511207e-6
670.0	1.557244892255751e-6
671.0	1.2042998621270416e-6
672.0	1.1956198730590253e-6
673.0	7.670987928091317e-7
674.0	1.4897305064370754e-6
675.0	1.3116688482795424e-6
676.0	1.3372772123125647e-6
677.0	1.3246385079087927e-6
678.0	1.4856715952917785e-6
